id,word,reading,jlpt_level,pos,vi,en,examples,reason
0b43004b-f4a6-4ec2-a3a4-67d594abbcf5,自覚,じかく,N3,n|vs|vt,tự giác,self-consciousness,null,no renderable ja example
0b439ad0-1a4f-4c1f-abe4-e858c18d4db6,産業,さんぎょう,N3,n,công nghiệp,industry,null,no renderable ja example
0b5d5a76-284c-420c-a3cb-04db63e8c895,瑞々しい,みずみずしい,N3,adj-i,tươi tắn,fresh and youthful,null,no renderable ja example
0b64c476-b765-4d2b-9254-250f9336980a,頻度,ひんど,N3,n,tần suất,frequency (of occurrence),null,no renderable ja example
0b834ac5-aa27-4a63-9209-5339bd03eab8,科学的,かがくてき,N3,adj-na,mang tính khoa học,scientific,null,no renderable ja example
0b9419a5-a359-47b4-84d2-8ada9d7965e5,施行,しこう,N3,n|vs|vt,thi hành (luật),putting in force (a law),null,no renderable ja example
0ba2d66c-24d6-4551-b68d-1f0d0d7c4a1e,すり抜ける,すりぬける,N3,v1|vi,lách qua,to slip through,null,no renderable ja example
0bb0f2bd-e09c-4b9c-b709-eb28d5c278cb,侵攻,しんこう,N3,n|vs|vt|vi,xâm lược,invasion,null,no renderable ja example
0bf066e2-ee8e-4922-a4d0-6b9da31dd0ee,押収,おうしゅう,N3,n|vs|vt,tịch thu,seizure,null,no renderable ja example
0c5930dd-5933-4f02-9a44-5d9486f0af06,実習,じっしゅう,N3,n|vs|vt,thực tập,practice (in the field),null,no renderable ja example
0c5e6829-b9ed-4fa9-b478-0e9d7c348fbf,活気,かっき,N3,n,sức sống,energy,null,no renderable ja example
0ca05012-e8b3-4142-9dca-93de689c2779,仕切り,しきり,N3,n,vách ngăn,partition,null,no renderable ja example
0cb4c420-226e-4c26-a8c1-a0f16495512e,充実感,じゅうじつかん,N3,n,cảm giác viên mãn,sense of fulfillment,null,no renderable ja example
0ccc8ed5-7c9a-4067-b120-754b1d0ebf7c,核兵器,かくへいき,N3,n,vũ khí hạt nhân,nuclear weapon,null,no renderable ja example
0ce5df10-7713-4da9-b903-2712cc9e3a4c,視力,しりょく,N3,n,thị lực,eyesight,null,no renderable ja example
0d17776d-4da3-4994-a343-cb612f433854,運勢,うんせい,N3,n,vận,fortune,null,no renderable ja example
0d1c3adc-35a4-4735-acd5-0568ceb33610,微笑む,ほほえむ,N3,v5m|vi,mỉm cười,to smile,null,no renderable ja example
0d3208bb-a087-455b-b3c3-f5ca2f8fcde2,栓,せん,N3,n,nút,stopper,null,no renderable ja example
0d40052e-07bb-4041-911c-24644b0906e4,奉仕,ほうし,N3,n|vs|vi,phục vụ,service,null,no renderable ja example
0d4e24cf-1f8c-4473-b43b-eaf9c44a72cd,枯れる,かれる,N3,v1|vi,khô héo,to wither,null,no renderable ja example
0d671c58-5901-453a-8aa6-8bc3a102010b,不良,ふりょう,N3,adj-no|adj-na|n,kém,bad,null,no renderable ja example
0d69e451-8409-4359-9102-2a79981558f1,即日,そくじつ,N3,n|adv,ngay trong ngày,(on) the same day,null,no renderable ja example
0d71a52b-53e0-4aff-b991-3ee43b6c47ad,甘味,あまみ,N3,n,vị ngọt,sweetness,null,no renderable ja example
0d75b784-6baf-429c-a3cf-87c10226c206,修正案,しゅうせいあん,N3,n,dự thảo sửa đổi,proposed amendment,null,no renderable ja example
0d845584-70ea-4490-9c01-2a9719e8de51,弟子,でし,N3,n|adj-no,học trò,pupil,null,no renderable ja example
0da0ec66-0a3d-4575-a833-268c819bfff8,及ぼす,およぼす,N3,v5s|vt,gây ra,to exert (influence),null,no renderable ja example
0db26167-9561-422a-9e92-c14d1e79afbf,執筆,しっぴつ,N3,n|vs|vt,viết (bài),writing,null,no renderable ja example
0db98c89-ccbc-4306-837c-384ab9fc6da7,個性,こせい,N3,n,cá tính,individuality,null,no renderable ja example
0dc70393-b7e3-4e35-8b85-6e273f97ebd0,託児所,たくじしょ,N3,n,nhà trẻ,creche,null,no renderable ja example
0ddfa358-ce5c-471b-a501-4825ebd465a1,無理,むり,N3,adj-na|n|vs,vô lý,unreasonable,null,no renderable ja example
0de316fc-4692-4674-b1bb-a914ae5dedb7,突き止める,つきとめる,N3,v1|vt,truy ra,to determine,null,no renderable ja example
0df07ad7-6540-4254-95cc-52e09db17e42,把握,はあく,N3,n|vs|vt,nắm bắt,grasp (of a situation),null,no renderable ja example
0df9a03c-bde7-4dd3-8c44-31a0601820b5,再利用,さいりよう,N3,n|vs,tái sử dụng,reuse,null,no renderable ja example
0e08319a-b116-48a9-b7dd-af025c6d5c3a,見捨てる,みすてる,N3,v1|vt,từ bỏ,to abandon,null,no renderable ja example
0e0e54ea-b8e8-46b7-a4de-d75d6aaeddea,濁る,にごる,N3,v5r|vi,đục,to become muddy,null,no renderable ja example
0e1dd332-32b5-40b3-9f10-607df9bd1110,取り分け,とりわけ,N3,adv|n,đặc biệt,especially,null,no renderable ja example
0e299b14-fc36-484c-aab4-a01f059ef5a4,平均的,へいきんてき,N3,adj-na,trung bình,average,null,no renderable ja example
0e5eeaf4-c546-4495-8780-aea7ecc84e0e,基づく,もとづく,N3,v5k|vi,dựa trên,to be based on,null,no renderable ja example
0eaa0917-9a00-4914-ba5b-5c4765587846,中間,ちゅうかん,N3,n|adj-no,trung gian,middle,null,no renderable ja example
0eb184ea-2fe2-4d6b-a2ff-1d4fbeda3490,可愛らしい,かわいらしい,N3,adj-i,dễ thương,lovely,null,no renderable ja example
0eb56f01-6dae-4f0e-9ed8-d05f5504ec63,辿る,たどる,N3,v5r|vt,lần theo,to follow (a path),null,no renderable ja example
0eca6bae-a5fa-40ab-a8cd-ea3d7dfb57b0,日没,にちぼつ,N3,n,hoàng hôn,sunset,null,no renderable ja example
0ee1ad72-088a-422a-a827-456fe32f1b7e,収縮,しゅうしゅく,N3,n|vs|vi,co lại,contraction,null,no renderable ja example
0eed2ac4-aae8-4d2f-97f4-ae860945c4aa,現状,げんじょう,N3,n,tình trạng hiện tại,present condition,null,no renderable ja example
0f24bd01-5ff9-4fbf-a95f-438d1a34241d,脱却,だっきゃく,N3,n|vs|vt|vi,thoát khỏi,ridding oneself,null,no renderable ja example
0f28b5ef-d40f-4b4f-8a5f-d0c33a5296a9,有様,ありさま,N3,n,tình trạng,state,null,no renderable ja example
0f39f247-c934-44f1-949e-654203b34980,すり替える,すりかえる,N3,v1|vt,tráo,to switch (secretly),null,no renderable ja example
0f3c326b-a79a-4e98-90df-7a38bc32a1be,資金,しきん,N3,n,vốn,funds,null,no renderable ja example
0f3c725f-29ca-438c-98ba-c3b17eb6d0a1,下降,かこう,N3,n|vs|vi,đi xuống,descent,null,no renderable ja example
0f456827-e0bb-4b5b-8d80-076cdc57b5ae,逃れる,のがれる,N3,v1|vi,trốn thoát,to escape,null,no renderable ja example
0f5cdded-12e1-4f4d-a67d-42f13953a4b5,決定的,けっていてき,N3,adj-na,dứt khoát,definite,null,no renderable ja example
0f85df57-fbd0-4ef2-8336-120e6fa709a4,発足,ほっそく,N3,n|vs|vi,thành lập,starting,null,no renderable ja example
0f8cb6ad-d29d-4da6-a604-224c16cc3650,自白,じはく,N3,n|vs|vt,thú tội,confession,null,no renderable ja example
0fe9062c-3027-43fe-b42d-a83ccfb3291a,直ちに,ただちに,N3,adv,ngay lập tức,at once,null,no renderable ja example
10125277-1238-4099-951a-1d48501f59a8,管,くだ,N3,n,ống,pipe,null,no renderable ja example
1029af59-a7e7-4a3b-ae8b-eecf2d98b3b3,見上げる,みあげる,N3,v1|vt,ngước nhìn,to look up at,null,no renderable ja example
10329529-2313-45c2-a146-d02cd45da7d2,体制,たいせい,N3,n,hệ thống,order,null,no renderable ja example
1057438a-df00-41f9-a51c-cb81739090eb,食らう,くらう,N3,v5u|vt,đớp,to eat,null,no renderable ja example
10a8793d-db6d-422d-9187-22999723837f,可哀想,かわいそう,N3,adj-na|n,đáng thương,poor,null,no renderable ja example
10b98c6e-fdd7-43d9-8b17-fdbc8bcb53a0,話題,わだい,N3,n|adj-no,chủ đề,topic,null,no renderable ja example
10d6bfc4-ded7-4019-8334-aa577b657a77,不快,ふかい,N3,n|adj-na,khó chịu,displeasure,null,no renderable ja example
10f07ab5-e2e0-4c49-b88c-7ae89cfa478a,託す,たくす,N3,v5s|vt,ủy thác,to entrust with,null,no renderable ja example
11055510-e26b-4e6f-83ef-ae1f1e17216b,購読,こうどく,N3,n|vs|vt,đặt mua (báo),subscribing,null,no renderable ja example
110dc50e-8593-41eb-8817-dc86fbe3a780,私服,しふく,N3,n,thường phục,plain clothes,null,no renderable ja example
1119da71-cc1d-42be-9f06-cc98016f2048,適量,てきりょう,N3,n,lượng vừa đủ,proper quantity,null,no renderable ja example
111f60f1-91eb-4557-bea6-b008e4f4fdb3,具体性,ぐたいせい,N3,n,tính cụ thể,concreteness,null,no renderable ja example
1171f5af-d326-4bbe-a83a-688624b48a99,薬味,やくみ,N3,n,"gia vị ăn kèm (gừng, wasabi, hành...)",condiment,null,no renderable ja example
1174d79a-682f-45dc-b629-ff9fa0b91747,仲間入り,なかまいり,N3,n|vs|vi,gia nhập nhóm,joining (a group),null,no renderable ja example
11d7a40a-9cae-4a7c-9fec-e233be94c613,隠す,かくす,N3,v5s|vt,giấu,to hide,null,no renderable ja example
11dbe41f-741c-430c-873a-e2cfbad3c677,強いて,しいて,N3,adv,cố ép,by force,null,no renderable ja example
12068d23-2fec-429a-b88c-035205d03541,凍える,こごえる,N3,v1|vi,cóng,to freeze (of one's body),null,no renderable ja example
1218d2d6-05c3-4c02-9fb9-3733b51351bf,献身,けんしん,N3,n|vs|vi,cống hiến,devotion,null,no renderable ja example
1223f9e9-06bd-4e7d-a4db-a3a08e0c3fff,冷却,れいきゃく,N3,n|vs|vt|vi,làm mát,cooling,null,no renderable ja example
123247d6-6c1f-4f27-81dc-69031ac95675,逸脱,いつだつ,N3,n|vs|vi|vt,đi chệch,deviation,null,no renderable ja example
1281e098-4add-43f1-9f99-88f6a9d1e04b,ほうれん草,ほうれんそう,N3,n,rau bina,spinach (Spinacia oleracea),null,no renderable ja example
1296e948-5a0d-4843-8ad0-108a0e7b0e09,介護,かいご,N3,n|vs|vt,chăm sóc,nursing,null,no renderable ja example
12b271b5-c673-4695-b4a7-67082dfe1518,火炎,かえん,N3,n,ngọn lửa,flame,null,no renderable ja example
12b4212c-cde8-4698-8b14-ff01e3524ce8,下旬,げじゅん,N3,n,hạ tuần,last third of a month,null,no renderable ja example
12b94ec8-983f-4275-bc7a-482eb2566b8e,宅地,たくち,N3,n,đất thổ cư,building lot,null,no renderable ja example
12bcc47f-e323-4538-834a-115e5efd70b9,歩み寄る,あゆみよる,N3,v5r|vi,nhượng bộ,to compromise,null,no renderable ja example
12d20f85-1e7e-4b3f-8dcd-2d77de234ba8,馴染む,なじむ,N3,v5m|vi,quen,to get used to,null,no renderable ja example
12d4d5fc-d94d-4bd5-b914-a9e568c817b7,内装,ないそう,N3,n|vs|vt,nội thất,interior design,null,no renderable ja example
12efcce0-9e2a-4057-90f9-9785186ac013,丹念,たんねん,N3,adj-na|n,cẩn thận,painstaking,null,no renderable ja example
12f1b552-f18a-4631-88b8-5054e19bf00c,文房具,ぶんぼうぐ,N3,n,văn phòng phẩm,stationery,null,no renderable ja example
12f6cf83-a7bd-4ee0-9b06-2b11624ba04a,処罰,しょばつ,N3,n|vs|vt,xử phạt,punishment,null,no renderable ja example
130c84a7-af59-4bca-979f-bc6018705b48,雑草,ざっそう,N3,n,cỏ dại,weed,null,no renderable ja example
13281eb5-3b42-44cb-8ec5-9190df9cbed9,神聖,しんせい,N3,n|adj-na,thiêng liêng,holiness,null,no renderable ja example
137750c1-f710-4b21-b284-91b8f18957af,枝分かれ,えだわかれ,N3,n|vs|vi,phân nhánh,ramification,null,no renderable ja example
1381ec49-c096-4654-b7d0-50a3df22eff0,葬儀,そうぎ,N3,n,lễ tang,funeral,null,no renderable ja example
13b8e35d-70ce-4b1c-91c0-f1ba085a4664,欠乏,けつぼう,N3,n|vs|vi,thiếu hụt,deficiency,null,no renderable ja example
13cfa4fd-3b0c-46d4-a2e8-73ed9bb1b9ea,使い捨て,つかいすて,N3,adj-no|n,dùng một lần,throwaway,null,no renderable ja example
13f7bc58-ace6-409c-b183-13600b85e950,据える,すえる,N3,v1|vt,đặt (cố định),to place (in position),null,no renderable ja example
14129e6f-4975-44e9-8f86-a06ca73750d8,解ける,ほどける,N3,v1|vi,tuột ra,to come loose,null,no renderable ja example
1416ab34-ead1-4e86-b1d0-9c487548f430,強烈,きょうれつ,N3,adj-na|n,mãnh liệt,strong,null,no renderable ja example
141872e2-6d0f-43d0-a60c-a6b6d9d3da50,争う,あらそう,N3,v5u|vi,tranh giành,to compete,null,no renderable ja example
141c0ca1-31d2-49b8-bc07-bb8a69526e0f,助言,じょげん,N3,n|vs|vt|vi,lời khuyên,advice,null,no renderable ja example
144c61e3-2d8b-4825-903e-a7996d493cc3,公式,こうしき,N3,adj-no|n,chính thức,official,null,no renderable ja example
146e0b8b-bce0-4d7e-b9e6-86aa732529e3,可能,かのう,N3,adj-na|n,có thể,possible,null,no renderable ja example
1475db36-ca9b-4e72-89b5-6ee255df8bad,無地,むじ,N3,adj-no|n,trơn,plain,null,no renderable ja example
148dcf3c-9208-4354-b09d-3bb248fa3b83,療法,りょうほう,N3,n,phương pháp điều trị,(method of) treatment,null,no renderable ja example
14989bb6-e4c9-4c2d-b2a0-c379cee759ad,服用,ふくよう,N3,n|vs|vt,uống thuốc,taking medicine,null,no renderable ja example
14b19a8d-b327-4264-8cc6-1d3711574fa1,回り道,まわりみち,N3,n|vs,đường vòng,detour,null,no renderable ja example
14c44e60-1ae6-4342-8137-08ce3588256a,幼児,ようじ,N3,n,trẻ nhỏ,young child,null,no renderable ja example
14d7cb79-cd9a-4aba-bff6-60a41801d1f2,増築,ぞうちく,N3,n|vs|vt,xây thêm,addition to a building,null,no renderable ja example
14e07831-598e-48d9-9ae6-b58ac20e7f2b,外形,がいけい,N3,n,hình dáng bên ngoài,externals,null,no renderable ja example
14f47787-8674-487b-86d4-1def729c97e6,発病,はつびょう,N3,n|vs|vi,phát bệnh,onset of an illness,null,no renderable ja example
1516536e-724a-4103-bd6a-513ca4214c6b,塩分,えんぶん,N3,n,lượng muối,salt content,null,no renderable ja example
151951bf-0eca-4e78-8be3-b3a9387edb66,配属,はいぞく,N3,n|vs|vt,phân công,assignment (of a person),null,no renderable ja example
151ec73b-41a7-4f8e-b61b-7d15c88627c4,許認可,きょにんか,N3,n|vs,cấp phép và phê duyệt,approval and authorization,null,no renderable ja example
1556ce27-2a93-4678-9828-8bc2c0794b46,給油,きゅうゆ,N3,n|vs|vt|vi,tiếp nhiên liệu,refueling,null,no renderable ja example
1571a357-ff6a-4046-9424-7e83e24b56ff,統括,とうかつ,N3,n|vs|vt,thống nhất,unification,null,no renderable ja example
157f984b-3967-414e-ba36-b8fa1101006a,模索,もさく,N3,n|vs|vt,mò mẫm,groping (for),null,no renderable ja example
1587fbb1-6462-4716-8239-6a097cd97891,目録,もくろく,N3,n,mục lục,catalogue,null,no renderable ja example
159ad442-3094-488b-85de-01293e4695d3,因習,いんしゅう,N3,n,phong tục cũ,convention,null,no renderable ja example
15a6d751-e075-48fc-abcb-ab512e5d0911,沿革,えんかく,N3,n,lịch sử (hình thành),history,null,no renderable ja example
15b33b64-2683-4d8f-84af-768f8a8a7b5b,露骨,ろこつ,N3,adj-na|n,trắng trợn,open,null,no renderable ja example
15b94c06-d1d0-4496-847f-67e17387072d,大気,たいき,N3,n,khí quyển,atmosphere,null,no renderable ja example
15d2f381-e57c-4131-88e2-854216cd0ada,地道,じみち,N3,adj-na|n,kiên trì,steady,null,no renderable ja example
15dc9c3c-0799-4d22-b4f9-2abc9b53d746,配置,はいち,N3,n|vs|vt,bố trí,arrangement,null,no renderable ja example
15ea4796-a253-493d-ae8d-a995054718af,ずる賢い,ずるがしこい,N3,adj-i,gian xảo,devious,null,no renderable ja example
15f0af79-23b8-4007-96f3-43e942642263,改築,かいちく,N3,n|vs|vt,cải tạo,structural alteration,null,no renderable ja example
16164c78-06d6-4708-9aca-2a932d2bc54b,脱税,だつぜい,N3,n|vs|vt|vi|adj-no,trốn thuế,tax evasion,null,no renderable ja example
16271949-17b7-4d98-a0cd-20a85033e613,老衰,ろうすい,N3,n|vs|vi|adj-no,suy yếu do tuổi già,senility,null,no renderable ja example
163d1f56-bb1d-464b-b70f-eb6c94dfeaab,脅かす,おびやかす,N3,v5s|vt,đe dọa,to intimidate,null,no renderable ja example
16448b00-6b0d-4abe-abdc-069c569d5543,異議,いぎ,N3,n,dị nghị,objection,null,no renderable ja example
1662da2b-4cb1-475a-917a-2f8728d0bf19,取り扱う,とりあつかう,N3,v5u|vt,xử lý,to handle,null,no renderable ja example
166902a5-5216-420c-ba74-7cf0b40914dc,且つ,かつ,N3,conj|adv,và,and,null,no renderable ja example
166b4fb9-aeb3-41f0-ab7e-958873acc91c,手帳,てちょう,N3,n,sổ tay,notebook,null,no renderable ja example
16772574-65df-4fa2-947a-1c280a8b9c1e,正式,せいしき,N3,adj-na|adj-no|n,chính thức,formal,null,no renderable ja example
16b9485f-5ea1-426a-a7db-53975ea7afdd,興味,きょうみ,N3,n,hứng thú,interest,null,no renderable ja example
16c2686c-defd-4d31-8893-a3222f2e1369,貼り付ける,はりつける,N3,v1|vt,dán,to paste,null,no renderable ja example
16cf50c2-f030-4ba6-a764-02c694f68dad,手際,てぎわ,N3,n,tay nghề,skill,null,no renderable ja example
16e68169-c960-414b-8e9e-ff30b3476384,嗅覚,きゅうかく,N3,n,khứu giác,sense of smell,null,no renderable ja example
1712ba92-31ae-4d02-8199-d30a41c1b764,決行,けっこう,N3,n|vs|vt,quyết tâm thực hiện,doing (with resolve),null,no renderable ja example
171e38db-29ff-4e52-bd7a-254c84bc4cdf,保留,ほりゅう,N3,n|vs|vt,bảo lưu,reservation,null,no renderable ja example
1725599f-aeb1-4348-b1b8-88e7a1dae1cc,両立,りょうりつ,N3,n|vs|vi,tương thích,compatibility,null,no renderable ja example
1733b46d-1f7c-4269-a409-1e5601a61425,主題,しゅだい,N3,n,chủ đề,subject,null,no renderable ja example
1775215f-bfbe-42ca-8f29-793345d66401,答弁,とうべん,N3,n|vs|vi,trả lời chất vấn,response,null,no renderable ja example
